,northing, easting, zone, longitude, latitude,distance_km
2364,4470396,448367.0,30,-3.6082936233818654,40.38255437148208,8.933153354765123
2365,4470574,448280.0,30,-3.609332973340811,40.38415252321538,8.77834207702943
2366,4470946,448350.0,30,-3.6085384805574505,40.38750809878005,8.692852260582438
2367,4470841,448408.0,30,-3.6078466593094,40.38656578021618,8.786961703430611
2368,4470727,448254.0,30,-3.6096516996127295,40.38552923855516,8.691222818767674
2369,4470829,448707.0,30,-3.604323121026476,40.38647613859444,9.067637656679878
2370,4470946,448625.0,30,-3.605298612121513,40.38752510323384,8.94764632424346
2371,4473225,436210.0,30,-3.75178929841782,40.40719714555496,4.243593018373064
2372,4473457,436255.0,30,-3.751282239327471,40.40929053875456,4.1482932522464875
2373,4473439,436229.0,30,-3.751586839767608,40.40912639641197,4.177347566599671
2374,4473327,436025.0,30,-3.7539796687012985,40.40810180479146,4.400181902828163
2375,4473327,436046.0,30,-3.753732192756056,40.40810341834977,4.379665617399777
2376,4473225,435817.0,30,-3.7564205705995226,40.40716693955546,4.62562289449822
2377,4473224,435832.0,30,-3.7562437037841736,40.40715908748001,4.611234287433842
2378,4473088,435631.0,30,-3.75859861137754,40.40591843129892,4.838716212563661
2379,4473082,435637.0,30,-3.7585272995452303,40.40586484490572,4.834368736677183
2380,4472982,435568.0,30,-3.759330283256319,40.40495867004324,4.926520480906968
2381,4472562,434785.0,30,-3.7685141148792094,40.40111419446301,5.7958990118947575
2382,4472567,434499.0,30,-3.771884654114296,40.4011367879361,6.068459708019611
2383,4472570,434312.0,30,-3.77408844082453,40.401149082128605,6.247402514578382
2384,4472249,434408.0,30,-3.772924171350077,40.39826496706345,6.251410804244856
2385,4472068,434186.0,30,-3.7755212427565663,40.39661693961394,6.520873909879887
2386,4472060,434198.0,30,-3.775379025931644,40.39654582098058,6.512289633183722
2387,4472039,433921.0,30,-3.7786405958011096,40.39633471348744,6.7804652493646715
2388,4472328,434715.0,30,-3.769314950032185,40.39900075192662,5.93530190569948
2389,4472422,434916.5,30,-3.7669502963674937,40.39986331139818,5.7141016001694025
2390,4478896,440605.0,30,-3.700526327054817,40.458609243319096,4.6360556149527135
2391,4479662,441092.0,30,-3.694853974153266,40.465544356305685,5.44845991408899
2392,4480945,441921.7,30,-3.6851853171161126,40.47716057682801,6.866349790982323
2393,4481132,441979.0,30,-3.684526469451832,40.478849155208046,7.061636349143599
2394,4481404,442038.0,30,-3.6838553041088526,40.48130356302738,7.339987907823528
2395,4481498,442123.0,30,-3.6828610938613457,40.48215628261945,7.451553357109484
2396,4481455,442169.0,30,-3.682314477726821,40.48177212614695,7.421149951746504
2397,4481100,442106.0,30,-3.6830253146182232,40.47856974979716,7.061570444140874
2398,4480820,442044.3,30,-3.68372760425797,40.476043089868725,6.7749741202331455
2399,4480514,441929.0,30,-3.6850597371191594,40.47327846027723,6.4496801759990365
2400,4480260,441874.5,30,-3.685679351335336,40.4709865095661,6.190029661835661
2401,4482084,442138.4,30,-3.6827328969821767,40.48743628121268,8.025085503153104
2402,4482182,442089.7,30,-3.6833164435407895,40.48831570851841,8.109836450390148
2403,4482243,442093.0,30,-3.683283080848668,40.48886545099268,8.17011512527868
2404,4482513,442016.0,30,-3.6842162965645535,40.49129234241949,8.418133076151948
2405,4482489,442003.0,30,-3.684367490873544,40.491075232781824,8.392001056269418
2406,4482651,441981.7,30,-3.6846336468303065,40.49253310348167,8.546664333520951
2407,4482637,441960.0,30,-3.6848884137965534,40.492405468908935,8.528727656665561
2408,4482867,441915.9,30,-3.6854298542137247,40.49447431282403,8.746477966699594
2409,4482807,441916.0,30,-3.68542317404201,40.493933816717465,8.687488449805755
2410,4483152,441843.0,30,-3.6863162234545617,40.4970365963205,9.01434629001018
2411,4483166,441827.0,30,-3.6865063136234646,40.49716159220309,9.02546540569364
2412,4483386,441898.3,30,-3.6856851287916736,40.4991484304184,9.254422452164658
2413,4483307,441850.0,30,-3.6862478489017487,40.49843338543728,9.1683776742417
2414,4483504,441935.0,30,-3.6852628609414295,40.5002139877145,9.377009250040858
2415,4483528,441922.9,30,-3.685407851706795,40.50042934193174,9.39858922012978
2416,4483460,441727.0,30,-3.687713388989645,40.49980303831725,9.299923629398695
2417,4483404,441711.0,30,-3.687897048322715,40.49929744572007,9.242130375570364
2418,4483456,441650.9,30,-3.688611059126651,40.49976165718666,9.28475685136992
2419,4483511,441631.0,30,-3.6888509623332943,40.50025571796254,9.33639785773517
2420,4483767,441613.8,30,-3.689077534989533,40.50256064983345,9.58768693475326
2421,4483738,441594.0,30,-3.689308525495616,40.502298013715,9.55628324121943
2422,4483753,441397.4,30,-3.691630029438539,40.50241927678249,9.546982586655293
2423,4483739,441418.6,30,-3.691378548664071,40.50229465679519,9.5354852585195
2424,4483364,441391.0,30,-3.691669563744192,40.498914571477336,9.159680272321097
2425,4483370,441417.0,30,-3.691363302849181,40.498970457601615,9.16871448403859
2426,4483240,441369.4,30,-3.691912980419077,40.49779600820667,9.033963605328248
